C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_18_692.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_18_692.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_18_692.jpg,0,0,0,19.05644
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_18_767.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_18_767.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_18_767.jpg,0,0,0,18.90171
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_18_838.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_18_838.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_18_838.jpg,0,0,0,18.76962
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_18_909.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_18_909.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_18_909.jpg,0,0,0,18.61291
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_18_978.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_18_978.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_18_978.jpg,-0.15,0,0,18.52069
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_19_051.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_19_051.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_19_051.jpg,0,0,0,18.34717
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_19_124.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_19_124.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_19_124.jpg,0,0,0,18.18954
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_19_198.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_19_198.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_19_198.jpg,0,0,0,18.02462
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_19_270.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_19_270.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_19_270.jpg,0,0.2174331,0,17.98993
C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\center_2019_03_09_08_16_19_341.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\left_2019_03_09_08_16_19_341.jpg,C:\Scarlett\NeuralNetworks\Keras\BehavioralCloningUdacitySDC\TrainingData\IMG\right_2019_03_09_08_16_19_341.jpg,0,0.4302078,0,18.17691
